id,price
1790,1818.3596
4000,3996.8286
6500,6505.106
9430,9442.884
2000,2000.8489
2230,2242.6763
1638,1600.8185
3800,3801.635
2000,2036.5984
2900,2907.913
2000,2027.1362
5500,5499.8345
7500,7496.9326
3300,3296.6936
8000,7988.762
3800,3802.6184
6000,6003.0522
1000,996.80994
2990,2811.9126
5000,4998.0903
9500,9490.985
3100,3104.04
4000,3999.7495
6200,6193.3677
9600,9647.4375
1200,1194.4281
8000,7992.7993
1600,1574.2008
1986,1901.124
3000,2996.8547
3700,3697.964
4800,4806.627
3000,3001.5042
2800,2827.5435
3500,3497.8694
1800,1802.0011
1300,1298.7295
3000,2998.137
7500,7499.52
1800,1830.1965
2800,2802.49
2200,2191.2253
2800,2797.5803
3200,3198.4934
1760,1760.7721
1660,1666.5906
3000,2998.8918
4300,4299.3154
2000,2023.7378
2800,2811.539
7400,7391.6562
4500,4499.4673
4600,4600.244
7300,7318.0654
4000,3759.9102
2300,2303.1157
1560,1560.9045
3500,3498.4678
5600,5600.492
7500,7496.053
5000,5002.3994
4500,4508.699
3500,3499.0146
2800,2800.2212
3000,3001.2202
6800,6806.4067
1480,1411.2853
6000,6000.7383
2800,2798.7812
1800,1800.2727
3500,3496.4355
7500,7495.6113
9500,9511.369
4200,4200.2656
7200,7198.3423
8000,8003.0884
9190,9367.181
1200,1197.2549
2430,2468.763
1080,1054.1677
1560,1547.7758
4500,4497.453
3000,2999.1584
1700,1699.6986
7500,7495.17
1500,1512.8527
4300,4303.896
2500,2499.5981
9108,9113.82
2360,2360.7979
5200,5196.949
3200,3196.162
7300,7341.8975
8500,8499.431
7700,7618.631
3900,3899.7507
1500,1506.4381
5500,5496.7114
2000,2022.7914
3200,3196.162
1450,1401.7637
2400,2393.6782
1540,1497.7646
1790,1794.0614
7300,7332.374
9200,9189.164
1990,1994.374
7000,7001.788
2200,2205.8245
6800,6814.3555
3000,2993.7012
2400,2397.3792
5350,5300.1294
3960,3891.941
1600,1591.509
1890,1906.1099
4500,4501.5454
4600,4596.491
5200,5199.635
2600,2601.5288
5500,5501.691
7000,7003.025
8800,8795.147
6200,6195.1694
6000,6005.008
1200,1193.3638
9500,9511.405
3800,3802.5962
9000,9011.679
1800,1832.4736
8500,8528.988
6400,6379.4253
1460,1472.3326
3500,3523.9094
4200,4199.661
7100,7109.3774
8760,8754.528
1550,1555.0935
3163,3187.3123
3000,2995.2158
5000,4998.325
7000,7011.7153
2500,2501.6143
7500,7505.2373
4060,4056.761
3200,3200.7783
1050,1050.4224
1630,1618.6305
3200,3093.5227
6800,6808.329
5500,5498.861
3500,3358.5461
1090,1054.3862
2100,2105.707
8800,8803.511
7000,7000.8223
3500,3498.2793
9500,9492.825
3800,3854.958
2690,2694.2231
1200,1199.8418
3000,2999.042
5800,5805.5303
2090,2098.206
4160,4140.796
2500,2496.8323
6200,6195.265
4000,3997.932
6200,6200.4062
3300,3296.534
8800,8819.008
4200,4203.6724
4500,4498.8877
3400,3435.4207
2700,2699.5037
1450,1404.2449
4200,4199.4746
1100,1100.3658
5000,4995.882
2030,2018.5657
2200,2212.6184
4000,3999.36
3500,3502.4329
7000,6999.8457
6200,6196.07
6300,6307.475
4600,4597.159
8000,8011.888
8000,8005.6484
6800,6810.61
6700,6699.6978
4000,3998.344
2800,2798.0264
2700,2702.9475
6000,5996.896
2900,2896.989
3600,3607.7385
6500,6515.9277
4800,4808.0137
4600,4588.1646
1000,995.88403
9000,9003.727
6100,6128.971
3200,3207.3933
4800,4800.0312
4000,4009.8289
4000,3998.7207
5300,5308.3716
3500,3503.562
4100,4106.7573
1200,1201.7585
5200,5223.4214
3400,3400.965
5300,5318.7964
3500,3499.3655
1500,1497.4299
3100,3105.7312
2900,2905.5186
6800,6807.8193
7000,6983.3877
5500,5497.7744
1300,1290.9275
2250,2221.6775
5200,5200.8257
5000,5002.0728
1560,1560.047
8500,8497.107
5200,5203.5176
3800,3810.3572
4500,4496.6143
6800,6807.654
4200,4200.42
1050,1058.2936
6200,6194.4263
5000,4999.1426
1600,1605.4402
3400,3403.8508
4500,4496.9385
4800,4804.6807
4500,4499.2876
2200,2198.5066
